acc,city,licence
424254,CHICAGO,Limited Business License
27801,CHICAGO,Limited Business License
424291,CHICAGO,Limited Business License
16687,CHICAGO,Limited Business License
251246,CHICAGO,Retail Food Establishment
86835,CHICAGO,Motor Vehicle Services License
81594,CHICAGO,Retail Food Establishment
5273,CHICAGO,Retail Food Establishment
321774,CHICAGO,Limited Business License
465403,CHICAGO,Regulated Business License
203513,CHICAGO,Limited Business License
401729,CHICAGO,Consumption on Premises - Incidental Activity
415087,CHICAGO,Retail Food Establishment
367395,CHICAGO,Limited Business License
430565,CHICAGO,Tobacco
81594,CHICAGO,Tavern
465016,CHICAGO,Retail Food Establishment
465339,CHICAGO,Limited Business License
387132,CHICAGO,Limited Business License
424070,CHICAGO,Limited Business License
387087,CHICAGO,Limited Business License
313827,CHICAGO,Motor Vehicle Services License
325682,CHICAGO,Limited Business License
315443,CHICAGO,Limited Business License
465603,CHICAGO,Limited Business License
283537,CHICAGO,Regulated Business License
362036,CHICAGO,Limited Business License
465404,CHICAGO,Regulated Business License
263609,CHICAGO,Limited Business License
199,CHICAGO,Retail Food Establishment
28321,CHICAGO,Limited Business License
348876,CHICAGO,Package Goods
379811,CHICAGO,Children's Services Facility License
29648,CHICAGO,Package Goods
456153,CHICAGO,Public Place of Amusement
230024,CHICAGO,Regulated Business License
415657,CHICAGO,Regulated Business License
2729,CHICAGO,Retail Food Establishment
25952,CHICAGO,Limited Business License
316196,CHICAGO,Retail Food Establishment
15477,CHICAGO,Limited Business License
465101,CHICAGO,Limited Business License
32681,CHICAGO,Limited Business License
465266,CHICAGO,Limited Business License
465731,CHICAGO,Regulated Business License
368035,CHICAGO,Retail Food Establishment
465369,CHICAGO,Regulated Business License
463912,CHICAGO,Consumption on Premises - Incidental Activity
361122,CHICAGO,Limited Business License
263259,CHICAGO,Limited Business License
348876,CHICAGO,Retail Food Establishment
465079,CHICAGO,Retail Food Establishment
31628,CHICAGO,Tavern
459103,CHICAGO,Retail Food Establishment
38562,CHICAGO,Limited Business License
31319,CHICAGO,Consumption on Premises - Incidental Activity
368717,CHICAGO,Limited Business License
266934,BEDFORD PARK,Limited Business License
423875,CHICAGO,Limited Business License
15171,CHICAGO,Manufacturing Establishments
39253,CHICAGO,Limited Business License
28457,CHICAGO,Limited Business License
262801,CHICAGO,Regulated Business License
390844,CHICAGO,Children's Services Facility License
465151,CHICAGO,Limited Business License
403016,CHICAGO,Limited Business License
459225,CHICAGO,Children's Services Facility License
368736,CHICAGO,Limited Business License
41960,CHICAGO,Manufacturing Establishments
67374,CHICAGO,Limited Business License
465644,CHICAGO,Limited Business License
386988,CHICAGO,Manufacturing Establishments
259775,CHICAGO,Limited Business License
465678,CHICAGO,Regulated Business License
379854,CHICAGO,Public Place of Amusement
34345,CHICAGO,Limited Business License
325369,CHICAGO,Limited Business License
465417,CHICAGO,Limited Business License
367395,CHICAGO,Limited Business License
402614,CHICAGO,Retail Food Establishment
242848,CHICAGO,Consumption on Premises - Incidental Activity
368836,CHICAGO,Regulated Business License
341110,CHICAGO,Motor Vehicle Services License
32383,CHICAGO,Limited Business License
332312,CHICAGO,Retail Food Establishment
465309,CHICAGO,Retail Food Establishment
4762,CHICAGO,Retail Food Establishment
6288,CHICAGO,Tobacco
314692,CHICAGO,Limited Business License
464757,CHICAGO,Retail Food Establishment
14411,CHICAGO,Retail Food Establishment
24243,CHICAGO,Tavern
402314,CHICAGO,Tavern
326174,CHICAGO,Peddler License
465440,CHICAGO,Limited Business License
32487,CHICAGO,Limited Business License
379312,CHICAGO,Retail Food Establishment
424104,CHICAGO,Limited Business License
465120,CHICAGO,Limited Business License
32757,CHICAGO,Limited Business License
315502,CHICAGO,Limited Business License
465208,LIVERPOOL,Regulated Business License
258560,CHICAGO,Limited Business License
423914,CHICAGO,Regulated Business License
258560,CHICAGO,Limited Business License
423846,CHICAGO,Limited Business License
464936,CHICAGO,Limited Business License
385049,CHICAGO,Retail Food Establishment
369050,CHICAGO,Regulated Business License
367395,CHICAGO,Limited Business License
20582,CHICAGO,Retail Food Establishment
220076,CHICAGO,Tavern
387517,CHICAGO,Limited Business License
387297,CHICAGO,Limited Business License
465104,CHICAGO,Regulated Business License
340517,CHICAGO,Wholesale Food Establishment
31319,CHICAGO,Retail Food Establishment
418537,CHICAGO,Public Place of Amusement
17132,CHICAGO,Retail Food Establishment
313311,CHICAGO,Tavern
465227,CHICAGO,Limited Business License
45046,CHICAGO,Retail Food Establishment
13624,CHICAGO,Limited Business License
462543,CHICAGO,Retail Food Establishment
251246,CHICAGO,Retail Food Establishment
348248,CHICAGO,Retail Food Establishment
86799,CHICAGO,Motor Vehicle Services License
465164,CHICAGO,Regulated Business License
424278,CHICAGO,Limited Business License
14769,CHICAGO,Consumption on Premises - Incidental Activity
361654,CHICAGO,Outdoor Patio
403255,CHICAGO,Limited Business License
21201,CHICAGO,Limited Business License
222510,CHICAGO,Motor Vehicle Services License
311498,CHICAGO,Retail Food Establishment
5273,CHICAGO,Retail Food Establishment
17132,CHICAGO,Tobacco
465631,CHICAGO,Limited Business License
260556,CHICAGO,Limited Business License
465527,LAKE WORTH,Peddler License
301886,CHICAGO,Limited Business License
456115,CHICAGO,Consumption on Premises - Incidental Activity
57195,CHICAGO,Limited Business License
257649,CHICAGO,Limited Business License
15477,CHICAGO,Limited Business License
387259,CHICAGO,Limited Business License
271019,CHICAGO,Limited Business License
30192,CHICAGO,Limited Business License
35395,CHICAGO,Tavern
423075,CHICAGO,Caterer's Liquor License
38679,CHICAGO,Motor Vehicle Services License
6107,CHICAGO,Consumption on Premises - Incidental Activity
423480,CHICAGO,Retail Food Establishment
343816,CHICAGO,Limited Business License
300141,CHICAGO,Limited Business License
302217,CHICAGO,Limited Business License
366033,CHICAGO,Regulated Business License
325692,NOVATO,Limited Business License
460012,CHICAGO,Public Place of Amusement
86626,CHICAGO,Regulated Business License
31580,CHICAGO,Regulated Business License
211917,CHICAGO,Regulated Business License
309533,CHICAGO,Limited Business License
303659,CHICAGO,Regulated Business License
21385,CHICAGO,Retail Food Establishment
465483,CHICAGO,Limited Business License
32705,CHICAGO,Limited Business License
418069,CHICAGO,Retail Food Establishment
334153,CHICAGO,Retail Food Establishment
368556,CHICAGO,Limited Business License
431439,CHICAGO,Tavern
322762,CHICAGO,Limited Business License
402854,CHICAGO,Regulated Business License
260907,CHICAGO,Regulated Business License
465368,CHICAGO,Limited Business License
5273,CHICAGO,Retail Food Establishment
368663,CHICAGO,Retail Food Establishment
5273,CHICAGO,Retail Food Establishment
44981,CHICAGO,Limited Business License
29648,CHICAGO,Tavern
412680,CHICAGO,Children's Services Facility License
30809,CHICAGO,Package Goods
327462,CHICAGO,Secondhand Dealer
323916,CHICAGO,Regulated Business License
461347,CHANDLER,Regulated Business License
338404,CHICAGO,Retail Food Establishment
276291,CHICAGO,Retail Food Establishment
462293,CHICAGO,Consumption on Premises - Incidental Activity
251246,CHICAGO,Filling Station
358126,CHICAGO,Consumption on Premises - Incidental Activity
25195,CHICAGO,Motor Vehicle Services License
402681,CHICAGO,Consumption on Premises - Incidental Activity
402535,CHICAGO,Filling Station
387202,CHICAGO,Limited Business License
222510,CHICAGO,Motor Vehicle Services License
6713,CHICAGO,Retail Food Establishment
325369,CHICAGO,Limited Business License
464875,CHICAGO,Retail Food Establishment
462953,CHICAGO,Regulated Business License
387311,NASHVILLE,Regulated Business License
459873,CHICAGO,Retail Food Establishment
220076,CHICAGO,Outdoor Patio
336706,CHICAGO,Motor Vehicle Services License
387099,CHICAGO,Retail Food Establishment
464355,CHICAGO,Retail Food Establishment
423732,CHICAGO,Retail Food Establishment
464457,CHICAGO,Retail Food Establishment
16047,CHICAGO,Tavern
288969,CHICAGO,Regulated Business License
3857,CHICAGO,Retail Food Establishment
272257,CHICAGO,Motor Vehicle Services License
380161,CHICAGO,Limited Business License
7165,CHICAGO,Manufacturing Establishments
402835,CHICAGO,Retail Food Establishment
310298,CHICAGO,Limited Business License
36627,CHICAGO,Limited Business License
419116,CHICAGO,Retail Food Establishment
465168,PARK FOREST,Peddler License
332312,CHICAGO,Retail Food Establishment
16264,CHICAGO,Consumption on Premises - Incidental Activity
403268,CHICAGO,Limited Business License
387097,CHICAGO,Limited Business License
251246,CHICAGO,Retail Food Establishment
459104,CHICAGO,Retail Food Establishment
252706,CHICAGO,Retail Food Establishment
403040,CHICAGO,Retail Food Establishment
419477,CHICAGO,Motor Vehicle Services License
25807,CHICAGO,Motor Vehicle Services License
245277,CHICAGO,Peddler License
295129,CHICAGO,Children's Services Facility License
339001,CHICAGO,Regulated Business License
301867,CHICAGO,Limited Business License
349998,HOCHESSIN,Limited Business License
210518,CHICAGO,Retail Food Establishment
387059,CHICAGO,Retail Food Establishment
16404,CHICAGO,Tavern
313877,CHICAGO,Limited Business License
31319,CHICAGO,Retail Food Establishment
202009,CHICAGO,Consumption on Premises - Incidental Activity
465594,CHICAGO,Regulated Business License
420989,CHICAGO,Motor Vehicle Services License
7304,CHICAGO,Manufacturing Establishments
86113,CHICAGO,Limited Business License
386675,CHICAGO,Retail Food Establishment
57931,CHICAGO,Limited Business License
309033,CHICAGO,Limited Business License
350106,SCHAUMBURG,Limited Business License
465222,CHICAGO,Regulated Business License
50098,CHICAGO,Limited Business License
278197,CHICAGO,Limited Business License
10115,CHICAGO,Regulated Business License
317264,CHICAGO,Filling Station
320432,CHICAGO,Commercial Garage
31319,CHICAGO,Retail Food Establishment
85391,CHICAGO,Retail Food Establishment
339499,CHICAGO,Limited Business License
387041,CHICAGO,Retail Food Establishment
214082,CHICAGO,Retail Food Establishment
464390,CHICAGO,Retail Food Establishment
31521,CHICAGO,Motor Vehicle Services License
313877,CHICAGO,Regulated Business License
424062,CHICAGO,Regulated Business License
14331,CHICAGO,Wholesale Food Establishment
465266,CHICAGO,Limited Business License
368861,CHICAGO,Limited Business License
391781,CHICAGO,Retail Food Establishment
368484,CHICAGO,Limited Business License
399541,CHICAGO,Limited Business License
5273,CHICAGO,Retail Food Establishment
348248,CHICAGO,Filling Station
5273,CHICAGO,Retail Food Establishment
206032,EVANSTON,Regulated Business License
323599,CHICAGO,Limited Business License
20582,CHICAGO,Filling Station
7416,CHICAGO,Retail Food Establishment
460350,CHICAGO,Retail Food Establishment
278975,CHICAGO,Limited Business License
423861,CHICAGO,Regulated Business License
403146,CHICAGO,Limited Business License
261689,CHICAGO,Regulated Business License
253572,CHICAGO,Wholesale Food Establishment
5273,CHICAGO,Retail Food Establishment
465095,CHICAGO,Limited Business License
31963,CHICAGO,Limited Business License
402868,CHICAGO,Regulated Business License
367168,CHICAGO,Regulated Business License
312704,CHICAGO,Retail Food Establishment
303590,CHICAGO,Limited Business License
75467,CHICAGO,Limited Business License
421653,CHICAGO,Retail Food Establishment
29047,CHICAGO,Limited Business License
292600,CHICAGO,Limited Business License
465437,CHICAGO,Limited Business License
49826,CHICAGO,Limited Business License
317886,CHICAGO,Limited Business License
31319,CHICAGO,Retail Food Establishment
367395,CHICAGO,Limited Business License
403446,CHICAGO,Regulated Business License
301371,CHICAGO,Peddler License
243781,CHICAGO,Limited Business License
264280,CHICAGO,Retail Food Establishment
424222,CHICAGO,Limited Business License
25122,CHICAGO,Manufacturing Establishments
35015,CHICAGO,Manufacturing Establishments
350303,CHICAGO,Limited Business License
212366,CHICAGO,Limited Business License
200680,CHICAGO,Manufacturing Establishments
384730,CHICAGO,Children's Services Facility License
368809,CHICAGO,Limited Business License
368857,CHICAGO,Limited Business License
457806,CHICAGO,Retail Food Establishment
314894,CHICAGO,Retail Food Establishment
352637,CHICAGO,Limited Business License
456167,CHICAGO,Consumption on Premises - Incidental Activity
25187,CHICAGO,Motor Vehicle Services License
464893,CHICAGO,Limited Business License
403371,CHICAGO,Motor Vehicle Services License
415087,CHICAGO,Outdoor Patio
20704,CHICAGO,Filling Station
271893,CHICAGO,Consumption on Premises - Incidental Activity
28646,CHICAGO,Limited Business License
460350,CHICAGO,Consumption on Premises - Incidental Activity
421498,CHICAGO,Retail Food Establishment
462884,CHICAGO,Consumption on Premises - Incidental Activity
367395,CHICAGO,Limited Business License
403422,CHICAGO,Regulated Business License
402907,CHICAGO,Retail Food Establishment
365417,CHICAGO,Limited Business License
32842,CHICAGO,Wholesale Food Establishment
368557,CHICAGO,Limited Business License
325369,CHICAGO,Retail Food Establishment
10112,CHICAGO,Retail Food Establishment
455007,CHICAGO,Wholesale Food Establishment
279592,CHICAGO,Retail Food Establishment
403112,CHICAGO,Limited Business License
465555,CHICAGO,Regulated Business License
257649,CHICAGO,Limited Business License
465283,CHICAGO,Limited Business License
81594,CHICAGO,Tavern
423595,CHICAGO,Limited Business License
387216,CHICAGO,Regulated Business License
35021,CHICAGO,Limited Business License
25604,CHICAGO,Motor Vehicle Services License
293925,CHICAGO,Limited Business License
45046,CHICAGO,Limited Business License
403182,CHICAGO,Limited Business License
387194,CHICAGO,Limited Business License
4543,CHICAGO,Manufacturing Establishments
4163,CHICAGO,Limited Business License
214421,CHICAGO,Retail Food Establishment
26201,CHICAGO,Animal Care License
348876,CHICAGO,Package Goods
317886,CHICAGO,Regulated Business License
17132,CHICAGO,Public Place of Amusement
326259,MORTON GROVE,Regulated Business License
5283,CHICAGO,Consumption on Premises - Incidental Activity
402642,CHICAGO,Limited Business License
368858,CHICAGO,Limited Business License
81271,CHICAGO,Limited Business License
389160,CHICAGO,Limited Business License
356630,CHICAGO,Manufacturing Establishments
4617,CHICAGO,Regulated Business License
410272,CHICAGO,Package Goods
294524,CHICAGO,Limited Business License
382614,CHICAGO,Regulated Business License
464984,CHICAGO,Retail Food Establishment
398840,CHICAGO,Children's Services Facility License
403014,CHICAGO,Retail Food Establishment
213330,CHICAGO,Retail Food Establishment
380559,CHICAGO,Package Goods
422935,CHICAGO,Limited Business License
331145,CHICAGO,Motor Vehicle Services License
